Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
895,0.97020376,0.014384578,7.068951e-05,0.00021814973,0.0064879977,0.00015633351,0.00663681,0.0010511689,0.00010624107,0.0006842252
896,0.97238874,0.0030630557,0.0003033545,0.00048044248,0.012567347,0.0006760635,0.006398362,0.0024249468,0.0006791886,0.0010185561
897,0.8009751,0.044006936,0.0011052717,0.033453386,0.053851545,0.006763302,0.043239865,0.012860202,0.001165903,0.002578497
898,0.36320752,0.03171874,0.0033129447,0.3653172,0.038933482,0.022061795,0.08023854,0.084714,0.0012654322,0.009230324
899,0.05511895,0.91031486,0.0064894264,0.013263463,0.0033172877,0.0014610557,0.00737801,0.00033825828,0.0015385761,0.0007800263
900,0.28399637,0.08931087,0.02781678,0.17662272,0.04720376,0.3078876,0.031704087,0.008362302,0.015331863,0.01176359
901,0.8871203,0.015031233,0.00012153418,0.00024712525,0.005207413,0.00016736693,0.0054728426,0.08640907,1.0672008e-05,0.00021248724
902,0.20053688,0.7906639,0.001234801,0.0026430418,0.0014872223,0.00014980586,0.0024378302,0.0001843023,0.0005145968,0.0001475738
903,0.04537243,0.94305414,0.0026034198,0.003102152,0.0014062839,0.002375204,0.0017454431,1.16811725e-05,0.0003209729,8.1990665e-06
904,0.4765758,0.01009666,0.025438694,0.01479834,0.13074185,0.046061516,0.07563054,0.16938405,0.013101872,0.03817063
905,0.48302647,0.011829571,0.0072244867,0.03322551,0.086436875,0.08717223,0.08965455,0.13635716,0.008132739,0.05694031
906,0.64058095,0.25524408,0.004507097,0.031009397,0.024042314,0.009223723,0.029142747,0.00059716933,0.00030442944,0.0053479914
907,0.39186507,0.067652285,0.03158783,0.12277147,0.082878284,0.09519133,0.06731381,0.08041496,0.016529849,0.043795075
908,0.3383669,0.010477969,0.011574215,0.014836253,0.0627865,0.1379231,0.048625536,0.28339857,0.06038335,0.031627536
909,0.95189154,0.0016357282,0.00038797318,9.597049e-05,0.01615296,0.00030539933,0.0025782068,0.026240159,4.8236012e-05,0.0006638233
910,0.34503406,0.13117056,0.026749872,0.3877187,0.0071148975,0.057415094,0.012943972,0.0048938436,0.008571722,0.018387264
911,0.39561528,0.1521414,0.007794325,0.17595878,0.075204015,0.05445193,0.067823134,0.053150732,0.008809948,0.0090504745
912,0.57004756,0.06176402,0.063122176,0.011197413,0.093285926,0.08159344,0.052315105,0.010556984,0.027569838,0.02854744
913,0.7741714,0.0367791,0.0023298492,0.022739703,0.03356166,0.004236255,0.04830566,0.06229844,0.0019653419,0.013612539
914,0.9909696,0.0031984465,0.0006149427,5.7787634e-05,0.0026629874,8.501177e-05,0.0009982928,0.0011754818,0.00011280934,0.00012449757
915,0.98600036,0.01086266,2.9844407e-05,2.0854432e-05,0.0015203325,0.00015596527,0.0008428336,0.00046912278,7.29309e-06,9.078801e-05
916,0.6250942,0.019187976,0.010849307,0.006983838,0.08844841,0.052240003,0.053732537,0.06686036,0.04625772,0.030345697
917,0.999035,0.0003761851,1.1746461e-05,8.559875e-06,0.00034319336,3.0374333e-06,0.00015497515,1.4864857e-05,4.7995553e-07,5.1817286e-05
918,0.18251155,0.056718368,0.01901657,0.46429634,0.037986867,0.11674566,0.04813092,0.019050667,0.019898618,0.03564439
919,0.6628047,0.0070240726,0.004472699,0.07499054,0.05381541,0.026871132,0.027962016,0.11304018,0.009217207,0.019802134
920,0.965313,0.032709915,0.0001769385,4.1462197e-05,0.0010429347,3.180557e-05,0.0005407919,0.00010713998,1.031084e-05,2.5609586e-05
921,0.6133122,0.0020796359,0.001641115,0.007932959,0.058476824,0.031468853,0.057561167,0.21307652,0.0066509047,0.007799877
922,0.99628013,0.0012199545,0.00013420024,3.78484e-05,0.0016471536,2.2606111e-05,0.00044293745,0.0001626422,1.1651377e-05,4.087165e-05
923,0.9741799,0.0069477498,0.00092759676,0.0001291167,0.0071872636,0.00026833426,0.002227294,0.0076498426,0.00017709311,0.00030579252
924,0.9170374,0.04386536,0.004696841,0.001248691,0.015224922,0.00939199,0.007628769,0.00048371573,0.00020928487,0.00021317364
925,0.67823464,0.18756947,0.0012344286,0.029829085,0.035706315,0.02244412,0.03498072,0.0060713557,0.0015025516,0.0024273219
926,0.23352565,0.13890147,0.3947111,0.00908974,0.02870682,0.054348834,0.028233973,0.0040445966,0.086418,0.022019742
927,0.82369536,0.032825753,0.0033927243,0.02657874,0.018892791,0.012319673,0.031634536,0.028870251,0.003184593,0.018605664
928,0.12357345,0.0068619326,0.011719592,0.027314791,0.059925005,0.5620987,0.06355761,0.06355002,0.012250577,0.0691484
929,0.062134918,0.05026491,0.60518295,0.020920493,0.015101571,0.10098139,0.026592977,0.007903061,0.062127125,0.04879056
930,0.83341384,0.03414135,0.002178875,0.008205704,0.033876434,0.020441119,0.038174585,0.017248146,0.0014312045,0.010888772
931,0.019430734,0.93202883,0.04172263,0.00073016546,0.00031719496,0.0012289512,0.0008256258,3.1739935e-05,0.0035152968,0.00016881012
932,0.9829254,0.012987378,1.9274084e-05,0.00017007609,0.0016276233,2.9353305e-05,0.0018209943,0.000309626,1.2052973e-05,9.814406e-05
933,0.079642996,0.87624747,0.0077936584,0.0037961185,0.0053008194,0.016732983,0.0087091345,5.9596947e-05,0.0015369259,0.00018017946
934,0.18692753,0.7463012,0.013871417,0.0026872477,0.020915,0.010167549,0.014821987,0.00054791284,0.002548791,0.0012113507
935,0.0819997,0.020595502,0.021035217,0.38446543,0.053965595,0.06397104,0.067801215,0.2879191,0.003879789,0.014367437
936,0.95846516,0.011634489,0.00024710546,0.0020113927,0.012647191,0.001976461,0.0050785113,0.004071925,0.00030510835,0.0035625785
937,0.94135076,0.045257412,0.0006938083,4.9730173e-05,0.003704027,0.0003452857,0.0039829714,0.00408535,0.0003080315,0.00022267546
938,0.6787895,0.14482734,0.0012489778,0.0515011,0.04264126,0.005832338,0.0649607,0.0042328304,0.0005826992,0.0053833313
939,0.29759303,0.026859239,0.004713855,0.14770488,0.076039165,0.044308703,0.110385485,0.24488565,0.011705331,0.03580472
940,0.29803267,0.079485245,0.22700778,0.006707315,0.05975056,0.2586327,0.021426123,0.013954403,0.032987542,0.0020156458
941,0.22287321,0.06269812,0.045738343,0.07733165,0.17419243,0.11061062,0.11912564,0.054375965,0.06081402,0.07224002
942,0.59292364,0.37129462,0.020021275,0.0006859509,0.0022960159,0.011085102,0.00047359374,0.0009867538,0.0001073347,0.00012574477
943,0.15777999,0.053249344,0.031395942,0.30116075,0.10856539,0.17565957,0.05248434,0.033851225,0.011514466,0.074339
944,0.02783854,0.02387636,0.6528665,0.013112792,0.013585274,0.10128256,0.017229594,0.0023865846,0.14054331,0.0072785574
945,0.18478027,0.64988524,0.021966454,0.0456335,0.041845042,0.0049277083,0.02907294,0.008141768,0.0066406606,0.0071063493
946,0.7468202,0.11353258,0.021379806,0.02581397,0.02151431,0.013199764,0.02651461,0.011964369,0.0050997,0.014160676
947,0.7635314,0.12884583,0.004688564,0.02840964,0.01997683,0.011192284,0.013817766,0.021405976,0.0046596304,0.0034722735
948,0.2129971,0.07049233,0.026446588,0.39703065,0.054673187,0.057509974,0.05453021,0.04378897,0.012181622,0.070349425
949,0.05060447,0.8686723,0.0066003283,0.066613466,0.0013518502,0.0017207587,0.0028789155,2.7997085e-05,0.0013268028,0.00020306201
950,0.100192115,0.77269095,0.0018342362,0.058866985,0.0338785,0.015929207,0.011581375,0.0022728534,0.0024879158,0.00026583613
951,0.28702366,0.25144026,0.014327627,0.14854403,0.10856675,0.0146851055,0.07206832,0.078363374,0.013234869,0.011746132
952,0.7180964,0.0039194147,0.0017118476,0.013299133,0.025638796,0.00367811,0.03796292,0.18787777,0.0013693442,0.0064461515
953,0.96363163,0.0044974955,0.0003195895,0.00021566122,0.010202497,0.0001216736,0.008695505,0.010295026,0.00013539089,0.0018855451
954,0.25141326,0.16063246,0.061574038,0.15361883,0.03994482,0.20913273,0.038676225,0.014580882,0.016376369,0.05405045
955,0.8454256,0.01280516,0.00019058208,0.012471805,0.03387438,0.0033686,0.05585588,0.03012248,0.0005240101,0.0053615635
956,0.32089007,0.11976166,0.033418726,0.12693803,0.06625039,0.12342372,0.07628597,0.08257441,0.029124316,0.021332849
957,0.8495562,0.0031373352,0.0014149463,0.0010912028,0.05903484,0.0035950572,0.008628648,0.07183065,0.0005878104,0.0011233189
958,0.2346636,0.09028713,0.1933493,0.027186772,0.064375795,0.20211679,0.045198787,0.025143217,0.09529209,0.022386579
959,0.99478334,0.004667607,2.8330373e-05,4.305801e-06,0.00018161906,1.9259316e-05,0.00023779507,4.9229377e-05,1.3239253e-06,2.7256254e-05
960,0.55057776,0.062269613,0.12663013,0.019586585,0.08679545,0.05112782,0.029997649,0.030623656,0.023989024,0.018402373
961,0.013345739,0.5749055,0.39438364,0.00044112562,0.003163096,0.0042365654,0.0031626453,2.3707751e-05,0.0058513465,0.00048652175
962,0.20992194,0.6516684,0.013515293,0.052254964,0.009943667,0.01810398,0.029175902,0.008683759,0.0029764562,0.0037556598
963,0.042897616,0.20159277,0.46711567,0.030993422,0.07606143,0.028530627,0.028056303,0.04844481,0.025549702,0.050757565
964,0.9822813,0.013433071,0.00010450407,9.822606e-05,0.0016045161,5.8094316e-05,0.0018364332,0.0005044769,1.2606745e-05,6.681694e-05
965,0.07239733,0.01836153,0.52591765,0.01064168,0.036643162,0.27781132,0.016754901,0.001962845,0.03516488,0.004344806
966,0.6477566,0.034318488,0.0012019613,0.033460245,0.065226525,0.09866655,0.029972361,0.082467124,0.0025221282,0.004408058
967,0.164651,0.112964235,0.1245377,0.05163253,0.046376083,0.25707918,0.036436535,0.041181855,0.15213105,0.013009866
968,0.36474696,0.023059433,0.02242254,0.03626203,0.046431866,0.35586673,0.022792451,0.09241343,0.024812592,0.0111921085
969,0.14761403,0.053488206,0.09301501,0.12851985,0.16418464,0.075090304,0.07758042,0.1242084,0.054110434,0.0821887
970,0.12749924,0.8247662,0.032739617,0.0020812794,0.0009532323,0.0031282792,0.008454929,2.8349958e-05,0.00024351748,0.00010547923
971,0.17873873,0.19987531,0.021367168,0.36233175,0.044287853,0.049526256,0.07950221,0.021683393,0.015142042,0.027545406
972,0.88310766,0.08685994,0.0008552808,0.007620007,0.006534607,0.002246717,0.008577259,0.002638321,0.0011153751,0.00044500572
973,0.9371616,0.030390672,0.00022713172,0.015209632,0.003004244,0.0018176371,0.0070454795,0.0032139104,0.00020673679,0.0017228198
974,0.045374148,0.010781903,0.3990271,0.012672611,0.1582665,0.16296694,0.018984593,0.008670747,0.15588501,0.02737045
975,0.060722783,0.0048120613,0.797278,0.0035011095,0.070631005,0.049988158,0.007134455,0.0010109057,0.0029997756,0.0019219109
976,0.03839957,0.051322766,0.7542566,0.0058097024,0.0071410793,0.03485062,0.008778344,0.00041674482,0.09529175,0.0037328189
977,0.30523485,0.30205026,0.019987144,0.12003899,0.06456564,0.074853525,0.045278963,0.003717594,0.037281923,0.026991114
978,0.047040023,0.946303,0.0010275935,0.00093900546,0.0014648173,0.00062538567,0.0023650716,2.8925084e-05,0.00012746849,7.873721e-05
979,0.42225355,0.2075394,0.019723069,0.034619935,0.067508996,0.17865887,0.045565594,0.00283901,0.018888863,0.0024027878
980,0.17175797,0.5331878,0.054630548,0.07270791,0.0096989,0.11331834,0.018862499,0.00020437733,0.019325811,0.0063058822
981,0.18058792,0.752789,0.005630166,0.034895808,0.0044818963,0.0074001104,0.0106041925,0.00034574585,0.0017424849,0.0015228132
982,0.99905854,0.00025979325,5.221867e-06,6.9350444e-06,0.00020221029,3.0435508e-06,0.000258756,0.00018735687,2.2946237e-07,1.7913771e-05
983,0.808238,0.09107316,0.0052710925,0.019547524,0.015990408,0.0062974487,0.020387445,0.020607237,0.00093288766,0.01165481
984,0.35966867,0.14877594,0.016008263,0.26084778,0.038601704,0.047329694,0.06252367,0.02936265,0.015970964,0.02091053
985,0.35229224,0.05528677,0.02516835,0.11501924,0.11257435,0.04572409,0.08117219,0.13891639,0.01501768,0.05882873
986,0.94056106,0.0035488193,0.0005974696,0.0006302183,0.015641453,0.00032918074,0.009846181,0.02494256,0.00014424499,0.0037588764
987,0.27696687,0.06460015,0.005458355,0.41808516,0.03983814,0.08059862,0.053831752,0.0149090905,0.0026565478,0.043055113
988,0.30145544,0.046155374,0.03689063,0.051761433,0.093200676,0.043341916,0.07435773,0.18721123,0.033318963,0.13230652
989,0.5431224,0.2869119,0.0013748219,0.09375822,0.012839374,0.04234354,0.016867729,0.0005999174,0.0010094203,0.001172655
990,0.50908756,0.43980047,0.039601505,0.0005695983,0.0021108969,0.003023063,0.0010997475,4.8012073e-05,0.0020154917,0.0026436034
991,0.52898186,0.17477095,0.0360757,0.018008484,0.077535845,0.1181355,0.02969298,0.002680241,0.00923684,0.0048816213
992,0.8194316,0.023006447,0.0023899,0.004930711,0.04341029,0.0030994925,0.02855308,0.05649375,0.0017362386,0.01694854
993,0.5356378,0.27414888,0.027267264,0.005335905,0.027714469,0.06514549,0.018453496,0.010924111,0.030819496,0.0045531183
994,0.9902519,0.0030224025,0.0002435263,5.227694e-05,0.003334677,0.00037040468,0.0011526563,0.0012729395,5.0154427e-05,0.00024902643
995,0.107096136,0.1498499,0.07918949,0.32669756,0.12165169,0.073869646,0.048874266,0.038150255,0.029567359,0.025053702
996,0.44958553,0.07229184,0.032618485,0.03778424,0.08094255,0.22337493,0.062186256,0.006842741,0.01353833,0.020834988
997,0.25168812,0.063922666,0.0668135,0.03853675,0.08170404,0.12750198,0.049349423,0.16493398,0.09964743,0.055902127
998,0.18079974,0.02372098,0.0053050853,0.30885077,0.2089098,0.17603995,0.020180112,0.064020224,0.0050098305,0.00716341
999,0.08125379,0.24201229,0.48627752,0.014848918,0.029721968,0.043458417,0.023053259,0.0108896615,0.046183277,0.02230084
1000,0.9838526,0.009384034,0.00019426683,0.00021119867,0.0013081647,4.0386392e-05,0.0019536559,0.0026511124,3.65082e-05,0.00036817018
1001,0.99921227,0.000181818,2.816164e-05,2.672684e-06,0.00039981314,1.8382074e-06,0.00012033389,3.9713064e-05,7.565602e-07,1.29048885e-05
1002,0.53282315,0.012747489,0.005552099,0.0093665905,0.062095035,0.011850405,0.061569855,0.2594137,0.0023332448,0.042248417
1003,0.4293592,0.111225866,0.010789833,0.056797966,0.15496065,0.116994254,0.02426356,0.076942034,0.014065779,0.0046008327
1004,0.025151856,0.014305342,0.84594125,0.0004144274,0.013529748,0.021849805,0.0028906392,0.00035695566,0.07357117,0.0019888438
1005,0.18162198,0.44123143,0.076473355,0.019933991,0.03530393,0.11347455,0.04198071,0.005794636,0.065457135,0.018728333
1006,0.99288154,0.0010002927,0.0002038302,8.127895e-05,0.0030693305,0.0002465553,0.0009987919,0.0013275532,2.7828672e-05,0.00016298813
1007,0.99573696,0.0021590458,2.6700756e-05,4.9856902e-05,0.0004993958,1.7524917e-05,0.0004218051,0.0010787444,5.037952e-06,4.884898e-06
1008,0.9247494,0.071143374,0.00042941005,0.00017322719,0.0011414437,0.00023094018,0.0018362077,0.00020238121,3.9573806e-05,5.410573e-05
1009,0.92997533,0.06626486,0.0017757252,8.730523e-06,0.00061298284,2.7245798e-05,0.0002800705,0.001046497,2.1193212e-06,6.586746e-06
1010,0.7968962,0.007278912,0.0016016882,0.0012758841,0.026215943,0.0021651278,0.016393675,0.14096703,0.0007141468,0.0064913677
1011,0.8465223,0.013311162,0.0039475234,0.0014998312,0.04766056,0.0073107546,0.030470833,0.031414196,0.005481623,0.0123811215
1012,0.26392305,0.07641409,0.010835668,0.34444466,0.117894076,0.06660116,0.06786184,0.017070461,0.011458052,0.023496903
1013,0.48253724,0.35121328,0.002839608,0.03324602,0.054359987,0.010519827,0.05445554,0.0013217422,0.006816674,0.0026900447
1014,0.94106495,0.0047962028,0.0006904016,0.0017304532,0.020399468,0.0048898733,0.010084177,0.013528266,0.000517736,0.0022985584
1015,0.24742074,0.077943966,0.11138985,0.031485923,0.10021102,0.2706683,0.03827128,0.026576985,0.081752084,0.014279767
1016,0.9151939,0.005871429,0.001608204,0.0065672495,0.016874291,0.0031484538,0.011409345,0.030894723,0.0011843437,0.0072479486
1017,0.975809,0.021845851,5.516902e-05,0.00021381276,0.00077742344,4.6987112e-05,0.00096997153,0.0002361103,1.7832043e-06,4.411447e-05
1018,0.63022447,0.16904,0.03344214,0.03280478,0.02131731,0.020656135,0.021963848,0.054312825,0.006498152,0.009740333
1019,0.98965245,0.006266686,0.00027557698,4.5832927e-05,0.0026110858,0.00024202395,0.0005443127,0.00019984168,7.6128285e-06,0.00015464351
1020,0.37779054,0.44959348,0.10273793,0.00014148252,0.026748126,0.031254884,0.0023198808,0.0022184567,0.00713301,6.220296e-05
1021,0.99747187,0.0012012934,2.998823e-05,5.77136e-07,0.0011119947,1.2421901e-05,0.00011617281,4.8170958e-05,3.6439992e-06,3.7749307e-06
1022,0.066970706,0.19719236,0.5910243,0.05113834,0.009577113,0.037821405,0.011692475,0.00027015974,0.028280871,0.0060323635
1023,0.9876652,0.01128599,0.00015076045,2.4331453e-05,0.00019528539,7.594343e-05,0.00021945433,0.00036865068,2.468794e-06,1.1887814e-05
1024,0.22083245,0.0800093,0.051001173,0.08378195,0.07706515,0.16588414,0.08925122,0.09819647,0.027807932,0.106170155
1025,0.20264323,0.061311662,0.117395505,0.098612905,0.15886989,0.07397052,0.07185144,0.08247099,0.031017823,0.10185594
1026,0.87550396,0.019185701,0.09504253,5.061476e-06,0.0010431174,0.008937927,8.5340434e-05,3.77646e-05,0.00015052302,8.107514e-06
1027,0.80463886,0.0014810212,0.0020357827,0.0053704064,0.034970272,0.019457312,0.00916087,0.1181282,0.00079321634,0.003963962
1028,0.4974657,0.11087298,0.014827764,0.06493027,0.044609018,0.031281687,0.10751176,0.07705117,0.0101832,0.041266464
1029,0.97688293,0.007814656,8.984116e-05,0.0020431594,0.0023470512,0.00038509554,0.0043073636,0.004822347,0.00012943619,0.001178312
1030,0.4614927,0.057823263,0.0641252,0.016779039,0.12356773,0.06392317,0.038907953,0.05195941,0.062085647,0.059335873
1031,0.028124362,0.002240787,0.86198866,0.0008779321,0.0429425,0.025509512,0.0047676386,0.0010843786,0.03186075,0.0006035418
1032,0.026635999,0.8990195,0.03840429,0.0065886956,0.005737286,0.0025217433,0.011450255,0.00028321872,0.008722566,0.0006364126
1033,0.9756318,0.0036678961,0.0013664156,0.00066224806,0.006934194,0.0004509946,0.0026646785,0.007073059,0.00038401518,0.0011646282
1034,0.648046,0.023635272,0.13486783,0.0016994249,0.09008777,0.07455445,0.016702777,0.0013726815,0.007697204,0.0013365434
1035,0.8548098,0.085329935,0.026235837,0.0023674655,0.018206378,0.004926811,0.004539438,0.0019306609,0.0006854537,0.0009682699
1036,0.18401043,0.081130736,0.03713105,0.40300837,0.051272716,0.14619964,0.046999767,0.010756537,0.02503481,0.014455942
1037,0.1778828,0.21765885,0.32996744,0.03594865,0.03299499,0.14264499,0.04738024,0.004699924,0.0065559866,0.004266133
1038,0.08857662,0.172729,0.3006924,0.047512874,0.11579112,0.035889503,0.10773365,0.029517626,0.04733374,0.05422345
1039,0.981139,0.012729714,0.00011237747,0.00013976776,0.002464543,0.00024346796,0.0018551854,0.0011540637,1.4028956e-05,0.00014769795
1040,0.05908183,0.028451504,0.15335962,0.041057322,0.023569101,0.6173421,0.020162288,0.0023706465,0.05224168,0.0023638716
1041,0.24255925,0.13895775,0.07168551,0.07377952,0.06034441,0.3049368,0.030336097,0.017501283,0.028828334,0.031071063
1042,0.21438941,0.7258435,0.012797146,0.006547179,0.0035379946,0.016686393,0.0162136,0.00028082286,0.0024734777,0.0012305746
1043,0.34833792,0.41251454,0.008408757,0.04270122,0.038460072,0.07907763,0.045189038,0.015643267,0.00511396,0.004553528
1044,0.23602313,0.0399719,0.015678758,0.37954637,0.10190152,0.092775024,0.07302235,0.02908998,0.004438421,0.027552564
1045,0.15577264,0.0038879283,0.043374,0.015378818,0.5369078,0.07222082,0.025886402,0.08625139,0.0441807,0.016139524
1046,0.44387156,0.013786135,0.022468574,0.0076454524,0.20156457,0.029627834,0.03449688,0.18103793,0.008230571,0.05727051
1047,0.85940534,0.08797813,0.0007293027,0.0020353377,0.010169897,0.0030635882,0.005401511,0.030263605,4.429251e-05,0.0009088818
1048,0.22457755,0.054636866,0.42592016,0.0009463271,0.03322976,0.21462749,0.019747905,0.0003859829,0.024638893,0.0012890144
1049,0.37039542,0.2711738,0.010782936,0.015477719,0.0864836,0.10460418,0.044370476,0.0341361,0.057548083,0.005027591
1050,0.95760256,0.012617525,0.0020801115,0.001012769,0.007091982,0.0024359145,0.008799992,0.007924862,0.0001925197,0.00024167608
1051,0.8782494,0.019975733,0.0024643093,0.0018324269,0.0643466,0.020698301,0.0037981605,0.006464078,0.00041127502,0.001759795
1052,0.79286295,0.08035227,0.0030474823,0.0037918212,0.025613168,0.002987983,0.023702087,0.06485781,0.0010235661,0.0017609659
1053,0.63639873,0.15328662,0.0020796738,0.08558255,0.028429994,0.021293322,0.05270321,0.012917565,0.0026061633,0.0047021997
1054,0.119203456,0.053549036,0.14217639,0.07052757,0.23286799,0.17716765,0.08852516,0.024033643,0.044662483,0.04728668
1055,0.6821533,0.10119118,0.07387555,0.0047995155,0.019021826,0.107322104,0.009001344,0.0006658877,0.0018709457,9.8392826e-05
1056,0.13955702,0.16200142,0.13526191,0.14492102,0.11637554,0.062193014,0.11692634,0.041572187,0.051903844,0.029287834
1057,0.41959623,0.039188,0.058263183,0.02804932,0.14438877,0.12849483,0.039398346,0.054080393,0.05529769,0.03324337
1058,0.3361029,0.41994375,0.044089027,0.021643544,0.045687433,0.017379826,0.06227649,0.019548181,0.01261228,0.020716395
1059,0.28131005,0.1412821,0.013814523,0.18581986,0.099876896,0.07842864,0.086027555,0.008719932,0.003530665,0.10118986
1060,0.9571778,0.028635768,0.00037342202,0.00040959733,0.00385844,0.00012410614,0.0051141502,0.0040077334,2.8477143e-05,0.00027031582
1061,0.22114265,0.0066189943,0.019366687,0.08225578,0.358641,0.177677,0.04387999,0.06123365,0.026035177,0.0031490927
1062,0.17629322,0.25236923,0.16704428,0.114461966,0.045266178,0.09395959,0.05207652,0.024964523,0.054990597,0.018573923
1063,0.99850345,0.0014722168,6.7622057e-07,3.3743124e-08,1.3316183e-05,2.43065e-07,9.562271e-06,3.0890416e-07,1.0155785e-08,2.7352675e-07
1064,0.092140846,0.902182,0.00097613013,0.0011515106,0.0009783873,0.0009866145,0.0013104061,0.00015848348,5.0871244e-05,6.469043e-05
1065,0.43275845,0.30932894,0.058525946,0.0093812505,0.025764171,0.075054616,0.012932079,0.008191628,0.059024073,0.00903875
1066,0.86811364,0.03350481,0.004578696,0.01463738,0.037544563,0.010012397,0.0046484987,0.018027784,0.0022482253,0.0066840462
1067,0.48422134,0.07565239,0.02796283,0.019541072,0.08884146,0.18770145,0.057899885,0.014116535,0.016600104,0.027462939
1068,0.16888821,0.04883508,0.20661351,0.038180556,0.10511915,0.22051385,0.036378663,0.025131397,0.1226848,0.027654754
1069,0.8579062,0.005031648,0.008126804,0.002628571,0.039566666,0.027453234,0.011315245,0.029942498,0.005615126,0.01241401
1070,0.0018666396,0.007097669,0.9832144,5.0638377e-05,0.0005821098,0.004422005,0.00021575531,9.542895e-06,0.0025204658,2.0916917e-05
1071,0.122349404,0.1319796,0.088562645,0.28552598,0.010472224,0.33340412,0.019899813,0.001955818,0.0031902904,0.0026600286
1072,0.4671086,0.087855704,0.009820923,0.10942918,0.07523167,0.0812506,0.032259572,0.106444634,0.00918198,0.02141715
1073,0.11217127,0.117463335,0.08341081,0.27576566,0.16756871,0.077215895,0.05938643,0.05263182,0.019401968,0.034984205
1074,0.9818642,0.0033262428,0.0004219775,0.000115777846,0.0040178145,0.00011539633,0.0050905365,0.004249656,0.0004185407,0.00037999204
1075,0.50988156,0.103254564,0.016623687,0.20064482,0.060083397,0.04409153,0.03297081,0.018800264,0.003181822,0.010467494
1076,0.28910273,0.047382195,0.04479589,0.04008427,0.14517285,0.071345106,0.12114267,0.086443216,0.09487731,0.059653606
1077,0.18084863,0.17758991,0.027254846,0.3145424,0.07895564,0.07886615,0.072668366,0.02052246,0.022500688,0.026250904
1078,0.35254347,0.08077744,0.009434282,0.20427565,0.0739782,0.083983086,0.059450563,0.103533186,0.011297001,0.020727165
1079,0.16227463,0.0790509,0.046513505,0.15631334,0.15563706,0.2272026,0.038955685,0.065987974,0.02685552,0.041208733
1080,0.13147026,0.016980903,0.014276014,0.2571656,0.072620705,0.08138231,0.10708712,0.2689415,0.013260873,0.03681474
1081,0.8735965,0.08914281,0.0035590762,0.00038861865,0.008725357,0.0018554092,0.012837926,0.006927282,0.0007876616,0.0021794417
1082,0.21436737,0.4571069,0.11270273,0.044437718,0.029680135,0.034296814,0.03642824,0.019627886,0.031108605,0.020243512
1083,0.9756334,0.008328517,0.00067457,0.00025626336,0.0074505196,0.00059878174,0.0022471452,0.0046034,6.169694e-05,0.00014581045
1084,0.036211602,0.92771566,0.0223999,0.0073144976,0.00058933237,0.0043269834,0.0012697001,4.8170823e-06,0.00014675086,2.0712376e-05
1085,0.82836246,0.1525687,0.0014195268,6.0207312e-05,0.009937751,0.0018123207,0.0048848945,6.613155e-05,0.0005659332,0.00032202108
1086,0.95955575,0.017796356,0.00190224,0.0014911088,0.007932409,0.0017390013,0.006548118,0.0015247642,0.0001940638,0.0013159704
1087,0.85069275,0.107268706,0.00023945363,0.028036967,0.0042945556,0.002650969,0.005534098,0.0009804377,0.0001562218,0.00014590609
1088,0.3060937,0.40662917,0.00030088145,0.26071307,0.008636919,0.0040428746,0.012365569,6.569546e-05,0.00038983457,0.0007623453
1089,0.4692633,0.01098331,0.0045231567,0.032239135,0.11083409,0.008743162,0.11369398,0.21082906,0.0031849612,0.035705805
1090,0.046684455,0.050472897,0.76093644,0.0114236185,0.0406609,0.030211926,0.011765018,0.004368813,0.029103998,0.014372029
1091,0.9210865,0.016678657,0.0022552074,0.0043464997,0.016397106,0.0067847325,0.010887977,0.01168536,0.0012693263,0.008608734
1092,0.29189783,0.028211337,0.027939335,0.06201563,0.14714426,0.21475714,0.056239277,0.09016424,0.023147479,0.058483545
1093,0.69570786,0.057382107,0.014420881,0.032729063,0.05145745,0.010913329,0.05342302,0.056121383,0.0072911917,0.020553742
1094,0.2074249,0.3481788,0.11781239,0.007849818,0.11935411,0.15244403,0.01381116,0.00036971227,0.032464948,0.00029009432
1095,0.18804723,0.057131935,0.01246114,0.45821947,0.027219372,0.1899961,0.03252641,0.013043931,0.008784606,0.012569811
1096,0.9685975,0.018696466,0.004018061,0.00035863576,0.0042109457,0.0003157119,0.0013140338,0.00041793296,0.0005417708,0.0015289627
1097,0.13606289,0.6458514,0.077007525,0.02363721,0.013265096,0.00618217,0.03311446,0.020076657,0.037491627,0.007310942
1098,0.67663944,0.014081513,0.0027573863,0.055410724,0.029453179,0.004818617,0.04853155,0.15292166,0.003172897,0.012212949
1099,0.99756193,0.0019760514,8.041709e-06,2.2429938e-05,0.00020367152,2.4416863e-06,0.00014025277,7.597827e-05,2.994201e-07,8.737621e-06
1100,0.58130443,0.017948853,0.009292084,0.00708603,0.07055042,0.010372512,0.065392695,0.17739174,0.009658995,0.05100227
1101,0.76418215,0.09072339,0.06845379,0.008635769,0.020022698,0.011851561,0.014132969,0.011741732,0.0048362715,0.0054197
1102,0.7236483,0.009980585,0.006745002,0.022591053,0.034934916,0.03829055,0.028329197,0.09333912,0.015638363,0.026502842
1103,0.65267944,0.10373237,0.012167017,0.0391365,0.06980886,0.034688063,0.044824887,0.026542949,0.008303235,0.008116636
